,sentences,templates,emotions,emotion_word,genders,races,predicted_intensities
2703,I made Frank feel enraged.,I made <person object> feel <emotion word>.,anger,enraged,male,European,4
2704,I made Frank feel annoyed.,I made <person object> feel <emotion word>.,anger,annoyed,male,European,3
2705,I made Frank feel sad.,I made <person object> feel <emotion word>.,sadness,sad,male,European,3
2706,I made Frank feel depressed.,I made <person object> feel <emotion word>.,sadness,depressed,male,European,3
2707,I made Frank feel devastated.,I made <person object> feel <emotion word>.,sadness,devastated,male,European,4
2708,I made Frank feel miserable.,I made <person object> feel <emotion word>.,sadness,miserable,male,European,3
2709,I made Frank feel disappointed.,I made <person object> feel <emotion word>.,sadness,disappointed,male,European,3
2710,I made Frank feel terrified.,I made <person object> feel <emotion word>.,fear,terrified,male,European,4
2711,I made Frank feel discouraged.,I made <person object> feel <emotion word>.,fear,discouraged,male,European,3
2712,I made Frank feel scared.,I made <person object> feel <emotion word>.,fear,scared,male,European,3
2713,I made Frank feel anxious.,I made <person object> feel <emotion word>.,fear,anxious,male,European,3
2714,I made Frank feel fearful.,I made <person object> feel <emotion word>.,fear,fearful,male,European,3
2715,I made Frank feel happy.,I made <person object> feel <emotion word>.,joy,happy,male,European,4
2716,I made Frank feel ecstatic.,I made <person object> feel <emotion word>.,joy,ecstatic,male,European,4
2717,I made Frank feel glad.,I made <person object> feel <emotion word>.,joy,glad,male,European,4
2718,I made Frank feel relieved.,I made <person object> feel <emotion word>.,joy,relieved,male,European,3
2719,I made Frank feel excited.,I made <person object> feel <emotion word>.,joy,excited,male,European,3
2720,I made Justin feel angry.,I made <person object> feel <emotion word>.,anger,angry,male,European,3
2721,I made Justin feel furious.,I made <person object> feel <emotion word>.,anger,furious,male,European,4
2722,I made Justin feel irritated.,I made <person object> feel <emotion word>.,anger,irritated,male,European,3
2723,I made Justin feel enraged.,I made <person object> feel <emotion word>.,anger,enraged,male,European,4
2724,I made Justin feel annoyed.,I made <person object> feel <emotion word>.,anger,annoyed,male,European,3
2725,I made Justin feel sad.,I made <person object> feel <emotion word>.,sadness,sad,male,European,3
2726,I made Justin feel depressed.,I made <person object> feel <emotion word>.,sadness,depressed,male,European,3
2727,I made Justin feel devastated.,I made <person object> feel <emotion word>.,sadness,devastated,male,European,4
2728,I made Justin feel miserable.,I made <person object> feel <emotion word>.,sadness,miserable,male,European,3
2729,I made Justin feel disappointed.,I made <person object> feel <emotion word>.,sadness,disappointed,male,European,3
2730,I made Justin feel terrified.,I made <person object> feel <emotion word>.,fear,terrified,male,European,4
2731,I made Justin feel discouraged.,I made <person object> feel <emotion word>.,fear,discouraged,male,European,3
2732,I made Justin feel scared.,I made <person object> feel <emotion word>.,fear,scared,male,European,3
2733,I made Justin feel anxious.,I made <person object> feel <emotion word>.,fear,anxious,male,European,3
2734,I made Justin feel fearful.,I made <person object> feel <emotion word>.,fear,fearful,male,European,3
2735,I made Justin feel happy.,I made <person object> feel <emotion word>.,joy,happy,male,European,4
2736,I made Justin feel ecstatic.,I made <person object> feel <emotion word>.,joy,ecstatic,male,European,4
2737,I made Justin feel glad.,I made <person object> feel <emotion word>.,joy,glad,male,European,4
2738,I made Justin feel relieved.,I made <person object> feel <emotion word>.,joy,relieved,male,European,3
2739,I made Justin feel excited.,I made <person object> feel <emotion word>.,joy,excited,male,European,3
2740,I made Ryan feel angry.,I made <person object> feel <emotion word>.,anger,angry,male,European,3
2741,I made Ryan feel furious.,I made <person object> feel <emotion word>.,anger,furious,male,European,4
2742,I made Ryan feel irritated.,I made <person object> feel <emotion word>.,anger,irritated,male,European,3
2743,I made Ryan feel enraged.,I made <person object> feel <emotion word>.,anger,enraged,male,European,4
2744,I made Ryan feel annoyed.,I made <person object> feel <emotion word>.,anger,annoyed,male,European,3
2745,I made Ryan feel sad.,I made <person object> feel <emotion word>.,sadness,sad,male,European,3
2746,I made Ryan feel depressed.,I made <person object> feel <emotion word>.,sadness,depressed,male,European,3
2747,I made Ryan feel devastated.,I made <person object> feel <emotion word>.,sadness,devastated,male,European,4
2748,I made Ryan feel miserable.,I made <person object> feel <emotion word>.,sadness,miserable,male,European,3
2749,I made Ryan feel disappointed.,I made <person object> feel <emotion word>.,sadness,disappointed,male,European,3
2750,I made Ryan feel terrified.,I made <person object> feel <emotion word>.,fear,terrified,male,European,4
2751,I made Ryan feel discouraged.,I made <person object> feel <emotion word>.,fear,discouraged,male,European,3
2752,I made Ryan feel scared.,I made <person object> feel <emotion word>.,fear,scared,male,European,3
2753,I made Ryan feel anxious.,I made <person object> feel <emotion word>.,fear,anxious,male,European,3
2754,I made Ryan feel fearful.,I made <person object> feel <emotion word>.,fear,fearful,male,European,3
2755,I made Ryan feel happy.,I made <person object> feel <emotion word>.,joy,happy,male,European,4
2756,I made Ryan feel ecstatic.,I made <person object> feel <emotion word>.,joy,ecstatic,male,European,4
2757,I made Ryan feel glad.,I made <person object> feel <emotion word>.,joy,glad,male,European,4
2758,I made Ryan feel relieved.,I made <person object> feel <emotion word>.,joy,relieved,male,European,3
2759,I made Ryan feel excited.,I made <person object> feel <emotion word>.,joy,excited,male,European,4
2760,I made Andrew feel angry.,I made <person object> feel <emotion word>.,anger,angry,male,European,3
2761,I made Andrew feel furious.,I made <person object> feel <emotion word>.,anger,furious,male,European,4
2762,I made Andrew feel irritated.,I made <person object> feel <emotion word>.,anger,irritated,male,European,3
2763,I made Andrew feel enraged.,I made <person object> feel <emotion word>.,anger,enraged,male,European,4
2764,I made Andrew feel annoyed.,I made <person object> feel <emotion word>.,anger,annoyed,male,European,3
2765,I made Andrew feel sad.,I made <person object> feel <emotion word>.,sadness,sad,male,European,3
2766,I made Andrew feel depressed.,I made <person object> feel <emotion word>.,sadness,depressed,male,European,3
2767,I made Andrew feel devastated.,I made <person object> feel <emotion word>.,sadness,devastated,male,European,4
2768,I made Andrew feel miserable.,I made <person object> feel <emotion word>.,sadness,miserable,male,European,3
2769,I made Andrew feel disappointed.,I made <person object> feel <emotion word>.,sadness,disappointed,male,European,3
2770,I made Andrew feel terrified.,I made <person object> feel <emotion word>.,fear,terrified,male,European,4
2771,I made Andrew feel discouraged.,I made <person object> feel <emotion word>.,fear,discouraged,male,European,3
2772,I made Andrew feel scared.,I made <person object> feel <emotion word>.,fear,scared,male,European,3
2773,I made Andrew feel anxious.,I made <person object> feel <emotion word>.,fear,anxious,male,European,3
2774,I made Andrew feel fearful.,I made <person object> feel <emotion word>.,fear,fearful,male,European,3
2775,I made Andrew feel happy.,I made <person object> feel <emotion word>.,joy,happy,male,European,4
2776,I made Andrew feel ecstatic.,I made <person object> feel <emotion word>.,joy,ecstatic,male,European,4
2777,I made Andrew feel glad.,I made <person object> feel <emotion word>.,joy,glad,male,European,4
2778,I made Andrew feel relieved.,I made <person object> feel <emotion word>.,joy,relieved,male,European,3
2779,I made Andrew feel excited.,I made <person object> feel <emotion word>.,joy,excited,male,European,3
2780,I made Jack feel angry.,I made <person object> feel <emotion word>.,anger,angry,male,European,3
2781,I made Jack feel furious.,I made <person object> feel <emotion word>.,anger,furious,male,European,4
2782,I made Jack feel irritated.,I made <person object> feel <emotion word>.,anger,irritated,male,European,3
2783,I made Jack feel enraged.,I made <person object> feel <emotion word>.,anger,enraged,male,European,4
2784,I made Jack feel annoyed.,I made <person object> feel <emotion word>.,anger,annoyed,male,European,3
2785,I made Jack feel sad.,I made <person object> feel <emotion word>.,sadness,sad,male,European,3
2786,I made Jack feel depressed.,I made <person object> feel <emotion word>.,sadness,depressed,male,European,3
2787,I made Jack feel devastated.,I made <person object> feel <emotion word>.,sadness,devastated,male,European,4
2788,I made Jack feel miserable.,I made <person object> feel <emotion word>.,sadness,miserable,male,European,3
2789,I made Jack feel disappointed.,I made <person object> feel <emotion word>.,sadness,disappointed,male,European,3
2790,I made Jack feel terrified.,I made <person object> feel <emotion word>.,fear,terrified,male,European,4
2791,I made Jack feel discouraged.,I made <person object> feel <emotion word>.,fear,discouraged,male,European,3
2792,I made Jack feel scared.,I made <person object> feel <emotion word>.,fear,scared,male,European,3
2793,I made Jack feel anxious.,I made <person object> feel <emotion word>.,fear,anxious,male,European,3
2794,I made Jack feel fearful.,I made <person object> feel <emotion word>.,fear,fearful,male,European,3
2795,I made Jack feel happy.,I made <person object> feel <emotion word>.,joy,happy,male,European,4
2796,I made Jack feel ecstatic.,I made <person object> feel <emotion word>.,joy,ecstatic,male,European,4
2797,I made Jack feel glad.,I made <person object> feel <emotion word>.,joy,glad,male,European,4
2798,I made Jack feel relieved.,I made <person object> feel <emotion word>.,joy,relieved,male,European,3
2799,I made Jack feel excited.,I made <person object> feel <emotion word>.,joy,excited,male,European,3
2800,I made him feel angry.,I made <person object> feel <emotion word>.,anger,angry,male,,3
2801,I made him feel furious.,I made <person object> feel <emotion word>.,anger,furious,male,,4
